Id,Status,Situation,Criteria,Justification,Title,Abstract,Main Topic,Method,Authors,Venue,Year,Venue Type,DOI,Link,Downloaded,Keywords
S279,Read,Rejected,[EC1] - The primary study is out of the scope of this work;,"Even the authors point to their scripts, they do not automate any task of TDM",A large empirical assessment of the role of data balancing in machine-learning-based code smell detection,"Code smells can compromise software quality in the long term by inducing technical debt. For this reason, many approaches aimed at identifying these design flaws have been proposed in the last decade. Most of them are based on heuristics in which a set of metrics is used to detect smelly code components. However, these techniques suffer from subjective interpretations, a low agreement between detectors, and threshold dependability. To overcome these limitations, previous work applied Machine-Learning that can learn from previous datasets without needing any threshold definition. However, more recent work has shown that Machine-Learning is not always suitable for code smell detection due to the highly imbalanced nature of the problem. In this study, we investigate five approaches to mitigate data imbalance issues to understand their impact on Machine Learning-based approaches for code smell detection in Object-Oriented systems and those implementing the Model-View-Controller pattern. Our findings show that avoiding balancing does not dramatically impact accuracy. Existing data balancing techniques are inadequate for code smell detection leading to poor accuracy for Machine-Learning-based approaches. Therefore, new metrics to exploit different software characteristics and new techniques to effectively combine them are needed. © 2020 Elsevier Inc.",Smells,Case Study,"Pecorelli, F. and Di Nucci, D. and De Roover, C. and De Lucia, A.",Journal of Systems and Software,2020,Article,10.1016/j.jss.2020.110693,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086465273&doi=10.1016%2fj.jss.2020.110693&partnerID=40&md5=c52d1386d8458354f2e436c3ae9006dc,No,Code smells;  Data balancing;  Machine learning;  Model view controller;  Object oriented
S126,Read,Rejected,[EC1] - The primary study is out of the scope of this work;,The study does not point to any artifact,A method for assessing class change proneness,"Change proneness is a quality characteristic of software artifacts that represents their probability to change in the future due to: (a) evolving requirements, (b) bug fixing, or (c) ripple effects. In the literature, change proneness has been associated with many negative consequences along software evolution. For example, artifacts that are change-prone tend to produce more defects, and accumulate more technical debt. Therefore, identifying and monitoring modules of the system that are change-prone is of paramount importance. Assessing change proneness requires information from two sources: (a) the history of changes in the artifact as a proxy of how frequently the artifact itself is changing, and (b) the source code structure that affects the probability of a change being propagated among artifacts. In this paper, we propose a method for assessing the change proneness of classes based on the two aforementioned information sources. To validate the proposed approach, we performed a case study on five open-source projects. Specifically, we compared the accuracy of the proposed approach to the use of other software metrics and change history to assess change proneness, based on the 1061-1998 IEEE Standard on Software Measurement. The results of the case study suggest that the proposed method is the most accurate and reliable assessor of change proneness. The high accuracy of the method suggests that the method and accompanying tool can effectively aid practitioners during software maintenance and evolution. © 2017 Association for Computing Machinery ACM.",TD Symptoms/Consequences,Case Study,"Arvanitou, E.-M. and Ampatzoglou, A. and Chatzigeorgiou, A. and Avgeriou, P.",ACM International Conference Proceeding Series,2017,Conference Paper,10.1145/3084226.3084239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025432762&doi=10.1145%2f3084226.3084239&partnerID=40&md5=874158b90143a4a1ada5da7df674be31,No,Case study;  Change proneness;  Metrics;  Software quality
S422,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,Detection of Design Smells Using Adaptive Neuro-Fuzzy Approaches,"Software evolution, an integral part of the software development process, encompasses frequent and numerous changes and updates that may lead to complex and poor-quality systems. Software engineers and quality practitioners continually refactor the software components to mitigate the negative effects of code and design smells. Although these smells are not directly connected to design and coding bugs, they are high indicators of technical debt that may arise as bugs in future software releases. Therefore, refactoring plays a significant role in the overall software evolution process. To fix the underlying code and design smells, they must be first detected and classified. As code smells have been the focus of research in the literature, this paper focuses on detecting design smells. A novel design smell detection scheme is proposed using adaptive neuro-fuzzy approaches. This scheme can be seamlessly integrated with any refactoring scheduling and prioritization models as it is efficiently designed using a fast-training scheme based on a neuro-fuzzy architecture. In addition, the design smell detection solution relies on a reduced set of software metrics. A large custom dataset with more than 30,000 class records is created to assess the performance of the design smell detection solution. The reported performance scores confirm the superiority of the proposed technique over the existing ones. The accuracy, precision, recall, and area-under-the-curve (AUC) scores attained 0.97, 0.98, 0.98, and 0.99, respectively. Thanks to the high detection scores, design smell refactoring sequencing and prioritization routines can be further enhanced. © 2022, The Author(s) under exclusive licence to Taiwan Fuzzy Systems Association.",Smells,Tool,"AbuHassan, A. and Alshayeb, M. and Ghouti, L.",International Journal of Fuzzy Systems,"2,022.00",Article,10.1007/s40815-022-01248-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125222267&doi=10.1007%2fs40815-022-01248-5&partnerID=40&md5=9f7e9f99ac22a96db4a97550f0f8e2c5,No,Benchmark design smell detection dataset;  Design smell detection;  Empirical study;  Fuzzy rules;  Neuro-fuzzy
S423,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,Crowdsmelling: A preliminary study on using collective knowledge in code smells detection,"Code smells are seen as major source of technical debt and, as such, should be detected and removed. However, researchers argue that the subjectiveness of the code smells detection process is a major hindrance to mitigate the problem of smells-infected code. This paper presents the results of a validation experiment for the Crowdsmelling approach proposed earlier. The latter is based on supervised machine learning techniques, where the wisdom of the crowd (of software developers) is used to collectively calibrate code smells detection algorithms, thereby lessening the subjectivity issue. In the context of three consecutive years of a Software Engineering course, a total “crowd” of around a hundred teams, with an average of three members each, classified the presence of 3 code smells (Long Method, God Class, and Feature Envy) in Java source code. These classifications were the basis of the oracles used for training six machine learning algorithms. Over one hundred models were generated and evaluated to determine which machine learning algorithms had the best performance in detecting each of the aforementioned code smells. Good performances were obtained for God Class detection (ROC= 0.896 for Naive Bayes) and Long Method detection (ROC= 0.870 for AdaBoostM1), but much lower for Feature Envy (ROC= 0.570 for Random Forrest). The results suggest that Crowdsmelling is a feasible approach for the detection of code smells. Further validation experiments based on dynamic learning are required to a comprehensive coverage of code smells to increase external validity. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Smells,Tool,"Reis, J.P. and Abreu, F.B. and Carneiro, G.F.",Empirical Software Engineering,"2,022.00",Article,10.1007/s10664-021-10110-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126535966&doi=10.1007%2fs10664-021-10110-5&partnerID=40&md5=4532d1f2c2f16aac1c17a49eb93c0e31,No,Code smells;  Code smells detection;  Collective knowledge;  Crowdsmelling;  Machine learning algorithms;  Software maintenance;  Software quality
S429,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,Technical debt as an indicator of software security risk: a machine learning approach for software development enterprises,"Vulnerability prediction facilitates the development of secure software, as it enables the identification and mitigation of security risks early enough in the software development lifecycle. Although several factors have been studied for their ability to indicate software security risk, very limited attention has been given to technical debt (TD), despite its potential relevance to software security. To this end, in the present study, we investigate the ability of common TD indicators to indicate security risks in software products, both at project-level and at class-level of granularity. Our findings suggest that TD indicators may potentially act as security indicators as well. © 2020 Informa UK Limited, trading as Taylor & Francis Group.",TD Symptoms/Consequences,Tool,"Siavvas, M. and Tsoukalas, D. and Jankovic, M. and Kehagias, D. and Tzovaras, D.",Enterprise Information Systems,"2,022.00",Article,10.1080/17517575.2020.1824017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091426748&doi=10.1080%2f17517575.2020.1824017&partnerID=40&md5=cda4cfb39edc69c3987dbadb2f2f44bf,No,decision making;  Software engineering;  software security;  technical debt;  vulnerability prediction
S417,Read,Rejected,[EC1] - The primary study is out of the scope of this work;,The study proposes an analysis and does not point to any artifact to automate TDM,Technical Debt in Large-Scale Distributed Projects: An Industrial Case Study,"Technical debt (TD) is a metaphor that reflects the technical compromises that sacrifice the long-term health of a software product to achieve short term benefit. It is important to manage TD to avoid software degradation. In large-scale distributed projects, technical debt management (TDM) becomes more complex and challenging. There is a lack of empirical studies on the TD accumulation in large-scale distributed projects. Then, to address this gap, we conducted a case study in Ericsson (a European Telecom Company) to identify the relationship between TD accumulation and factors such as task complexity, lead time, total of developers, and task scaling. We used data from 33 projects extracted from managerial documents to conduct a regression analysis. We also conducted interviews with seniors developers of the team to interpret the results. We found out that Task Complexity has a strong relationship (p-value = 5.69 × 10-5) with Technical Debt, while Global Distance was mentioned by the interviewees as a relevant factor for TD accumulation (although not statistically significant in our regression analysis). Practitioners should consider avoiding complex/big tasks, breaking down big tasks into small ones (if possible). We also plan to analyze other projects in this company to confirm our findings further. © 2021 IEEE.",Technical Debt,MSR Studies,"Sousa, A. and Rocha, L. and Britto, R. and Gong, Z. and Lyu, F.","Proceedings - 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021",2021,Conference Paper,10.1109/SANER50967.2021.00071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106614306&doi=10.1109%2fSANER50967.2021.00071&partnerID=40&md5=f95708694bd9f1534f5dbf31961fb536,No,global software engineering;  large-scale;  technical debt management
S431,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,Practice of Tech Debt Assessment and Management with TETRA™,"The paper covers the further development of the company’s proprietary approach to the assessment of software product quality and measurement of technical debt. In the current paper, the authors show assessment results of the existing e-learning project with the help of the Technical dEbT Reduction plAtform (TETRA™) with exact numbers of all reviewed metrics and assigned indices as well. The methodology, its advantages and limitations are also discussed. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",Technical Debt,Tool,"Kontsevoi, B. and Syraeshko, D. and Terekhov, S.",Lecture Notes in Networks and Systems,"2,022.00",Conference Paper,10.1007/978-981-16-2380-6_74,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115994520&doi=10.1007%2f978-981-16-2380-6_74&partnerID=40&md5=6908f041bca4f446c85c920b0c72827f,No,Quality assurance;  Quality management;  Software development;  Software product;  Source code;  Technical debt
S432,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,Toward prioritization of self-admitted technical debt: an approach to support decision to payment,"Technical Debt (TD) is a metaphor that describes the cost–benefit relationship between postponing technical development activities and the consequences of this long-term postponement. The lack of TD Management compromises the Software’s internal quality. It makes its maintenance complex and costly. TD instances are called Self-Admitted Technical Debt (SATD) when intentionally committed and documented through comments in the source code. Several studies explore the identification of SATD, but approaches to support the payment stage are lacking, particularly approaches to indicate which SATD priority for payment. This paper presents an approach to support the prioritization activity in SATD payment. The Prioritization Approach focuses on creating associations between SATD associations and problems found in the source code, identified by Automatic Static Analysis. The results demonstrate that using the issues found on source code and SATD description (found in comments) has greater precision to establish the priority among the SATD compared to the SATD description on comments. We applied the approach proposed to different software projects, and the results support developers’ prioritization. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Technical Debt,Tool,"de Lima, B.S. and Garcia, R.E. and Eler, D.M.",Software Quality Journal,"2,022.00",Article,10.1007/s11219-021-09578-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123247050&doi=10.1007%2fs11219-021-09578-7&partnerID=40&md5=f8da8fe1b0e0b26ae3df1d4da5e4e904,No,Self-Admitted Technical Debt;  Software Maintenance;  Software quality;  Technical Debt Managing;  Technical Debt Prioritization
S442,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,Identifying Self-Admitted Technical Debts With Jitterbug: A Two-Step Approach,"Keeping track of and managing Self-Admitted Technical Debts (SATDs) are important to maintaining a healthy software project. This requires much time and effort from human experts to identify the SATDs manually. The current automated solutions do not have satisfactory precision and recall in identifying SATDs to fully automate the process. To solve the above problems, we propose a two-step framework called Jitterbug for identifying SATDs. Jitterbug first identifies the 'easy to find' SATDs automatically with close to 100 percent precision using a novel pattern recognition technique. Subsequently, machine learning techniques are applied to assist human experts in manually identifying the remaining 'hard to find' SATDs with reduced human effort. Our simulation studies on ten software projects show that Jitterbug can identify SATDs more efficiently (with less human effort) than the prior state-of-the-art methods. © 1976-2012 IEEE.",Technical Debt,Tool,"Yu, Z. and Fahid, F.M. and Tu, H. and Menzies, T.",IEEE Transactions on Software Engineering,"2,022.00",Article,10.1109/TSE.2020.3031401,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096147180&doi=10.1109%2fTSE.2020.3031401&partnerID=40&md5=6ccbd34b4c58d5bca5a9cd37fc2cec63,No,machine learning;  pattern recognition;  software engineering;  Technical debt
S440,Read,Rejected,[EC1] - The primary study is out of the scope of this work;,"After reading the paper, it does uses or points to any tools, indeed, it analyses (manually) the presence of TD in Deep Learning Projects",An empirical study on self-admitted technical debt in Dockerfiles,"In software development, ad hoc solutions that are intentionally implemented by developers are called self-admitted technical debt (SATD). Because the existence of SATD spreads poor implementations, it is necessary to remove it as soon as possible. Meanwhile, container virtualization has been attracting attention in recent years as a technology to support infrastructure such as servers. Currently, Docker is the de facto standard for container virtualization. In Docker, a file describing how to build a container (Dockerfile) is a set of procedural instructions; thus, it can be considered as a kind of source code. Moreover, because Docker is a relatively new technology, there are few developers who have accumulated good or bad practices for building Docker container. Hence, it is likely that Dockerfiles contain many SATDs, as is the case with general programming language source code analyzed in previous SATD studies. The goal of this paper is to categorize SATDs in Dockerfiles and to share knowledge with developers and researchers. To achieve this goal, we conducted a manual classification for SATDs in Dockerfile. We found that about 3.0% of the comments in Dockerfile are SATD. In addition, we have classified SATDs into five classes and eleven subclasses. Among them, there are some SATDs specific to Docker, such as SATDs for version fixing and for integrity check. The three most common classes of SATD were related to lowering maintainability, testing, and defects. © 2022, The Author(s).",Technical Debt,MSR Studies,"Azuma, H. and Matsumoto, S. and Kamei, Y. and Kusumoto, S.",Empirical Software Engineering,2022,Article,10.1007/s10664-021-10081-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124006010&doi=10.1007%2fs10664-021-10081-7&partnerID=40&md5=d27f46fbd645e3b250241cfaa84d2245,No,Container virtualization;  Docker;  Infrastructure as code (IaC);  Self-admitted technical debt;  Technical debt
S443,Read,Rejected,[EC1] - The primary study is out of the scope of this work;,Does not point to any artifact,An empirical study on self-admitted technical debt in modern code review,"Technical debt is a sub-optimal state of development in projects. In particular, the type of technical debt incurred by developers themselves (e.g., comments that mean the implementation is imperfect and should be replaced with another implementation) is called self-admitted technical debt (SATD). In theory, technical debt should not be left for a long period because it accumulates more cost over time, making it more difficult to process. Accordingly, developers have traditionally conducted code reviews to find technical debt. In fact, we observe that many SATD comments are often introduced during modern code reviews (MCR) that are light-weight reviews with web applications. However, it is uncertain about the nature of SATD comments that are introduced in the review process: impact, frequency, characteristics, and triggers. Herein, this study empirically examines the relationship between SATD and MCR. Our case study of 156,372 review records from the Qt and OpenStack systems shows that (i) review records involving SATD are about 6%–7% less likely to be accepted by reviews than those without SATD; (ii) review records involving SATD tend to require two to three more revisions compared with those without SATD; (iii) 28–48% of SATD comments are introduced during code reviews; (iv) SATD during reviews works for communicating between authors and reviewers; and (v) 20% of the SATD comments are introduced due to reviewers’ requests. © 2022 Elsevier B.V.",Technical Debt,MSR Studies,"Kashiwa, Y. and Nishikawa, R. and Kamei, Y. and Kondo, M. and Shihab, E. and Sato, R. and Ubayashi, N.",Information and Software Technology,2022,Article,10.1016/j.infsof.2022.106855,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124250048&doi=10.1016%2fj.infsof.2022.106855&partnerID=40&md5=9afeafbd064c1e6c375331632459783c,No,Modern code reviews;  Self-admitted technical debt
S447,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,SDK4ED: A platform for technical debt management,"Technical debt management is of paramount importance for the software industry, since maintenance is the costlier activity in the software development lifecycle. In this article, we present the SDK4ED platform that enables efficient technical debt management (i.e., measurement, evolution analysis, prevention, etc.) at the code level, and evaluate its capabilities in an industrial setting. The SDK4ED platform is the outcome of a 3-year project, including several software industries. Since, the research rigor of the approaches that reside in SDK4ED have already been validated, in this work we focus: (a) on the presentation of the platform per se; (b) the evaluation of its industrial relevance; (c) the usability of the platform; as well as (d) the financial implications of its usage. © 2022 John Wiley & Sons Ltd.",Technical Debt,Tool,"Ampatzoglou, A. and Chatzigeorgiou, A. and Arvanitou, E.M. and Bibi, S.",Software - Practice and Experience,"2,022.00",Article,10.1002/spe.3093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129838215&doi=10.1002%2fspe.3093&partnerID=40&md5=e22cde9c69e6b91c1c529527fdfe7b10,No,
S420,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,Towards a taxonomy of code review smells,"Context: Code review is a crucial step of the software development life cycle in order to detect possible problems in source code before merging the changeset to the codebase. Although there is no consensus on a formally defined life cycle of the code review process, many companies and open source software (OSS) communities converge on common rules and best practices. In spite of minor differences in different platforms, the primary purpose of all these rules and practices leads to a faster and more effective code review process. Non-conformance of developers to this process does not only reduce the advantages of the code review but can also introduce waste in later stages of the software development. Objectives: The aim of this study is to provide an empirical understanding of the bad practices followed in the code review process, that are code review (CR) smells. Methods: We first conduct a multivocal literature review in order to gather code review bad practices discussed in white and gray literature. Then, we conduct a targeted survey with 32 experienced software practitioners and perform follow-up interviews in order to get their expert opinion. Based on this process, a taxonomy of code review smells is introduced. To quantitatively demonstrate the existence of these smells, we analyze 226,292 code reviews collected from eight OSS projects. Results: We observe that a considerable number of code review smells exist in all projects with varying degrees of ratios. The empirical results illustrate that 72.2% of the code reviews among eight projects are affected by at least one code review smell. Conclusion: The empirical analysis shows that the OSS projects are substantially affected by the code review smells. The provided taxonomy could provide a foundation for best practices and tool support to detect and avoid code review smells in practice. © 2021",Smells,Theoretical Artifact,"Doğan, E. and Tüzün, E.",Information and Software Technology,"2,022.00",Article,10.1016/j.infsof.2021.106737,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117847066&doi=10.1016%2fj.infsof.2021.106737&partnerID=40&md5=529d704af6de828f1e2afa02a328c520,No,Bad practices;  Code review smell;  Conformance checking;  Modern code review;  Process debt;  Process smell
S426,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,The Known Unknowns: Discovering Trade-Offs Between Heterogeneous Code Changes: Invited Paper,"Software projects must adhere to a variety of non-functional requirements, also known as software qualities. Automated evaluation with respect to such requirements can be conducted thanks to a wide array of available tools. Each tool usually focuses on a specific quality, since heterogeneous analyses are needed for each non-functional requirement. Apart from an overall index expressing the project’s performance in terms of the software quality they specialize on, many tools recommend code changes that are expected to improve the aforementioned index. Thus, a development team that cares for more than one non-functional requirement is facing the problem of unknown trade-offs; besides improving the quality on which the tool that generated each suggestion focuses, how would this code change, if implemented, affect the rest of the non-functional requirements? We present a framework for dealing with this problem. We pick energy efficiency, technical debt and software security as our qualities of interest, and use three respective tools for the analysis of several open-source projects with regard to these qualities. We develop an extensible empirical model, based on fuzzy sets, for the characterization of each suggestion’s trade-offs. Finally, we present an intuitive visualization of said trade-offs, and suggest a method of utilizing them towards reliable decision-making. © 2022, Springer Nature Switzerland AG.",TD Symptoms/Consequences,Theoretical Artifact,"Lamprakos, C.P. and Marantos, C. and Papadopoulos, L. and Soudris, D.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),"2,022.00",Conference Paper,10.1007/978-3-031-04580-6_23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129823404&doi=10.1007%2f978-3-031-04580-6_23&partnerID=40&md5=4fcc87848cce86df535d1423b50f5552,No,Decision-making;  Software quality;  Trade-off analysis
S260,Read,Rejected,[EC1] - The primary study is out of the scope of this work;,The study does not point to any artifact,Trade-offs in managing risk and technical debt in industrial research labs: An experience report,"Nowadays, industrial research labs operate like startups. In a relatively short amount of time, researchers are expected not only to explore innovative ideas but also show how the new ideas can add value to the organisation. One way to do this, especially when developing tools, is to construct usable prototypes. When the technology underlying the research tool is highly complex or niche, like program analysis, field trials with potential users also help explaining and demonstrating the benefits of the tool. Getting support from potential users helps demonstrate value to the organisation, which in turn justifies conducting more extensive research and investing more resources to enhance the initial prototype. Thus, research that involves the construction of tools need to manage both short and long term risk, and the technical debt that arises throughout the lifecycle of a research prototype. As not all prototypes will result in a technology transfer, one has to carefully manage the project resources dedicated to paying the technical debt. For example, failure to pay the debt early in the project might result in unstable prototypes that can have a negative influence on potential customers and make technology transfer harder. On the other hand, over committing resources to reduce the technical debt might result in slower research progress and failure to show improvement over state-of-the-art. In this paper, we will present experience reports from two dynamic program analysis projects. at Oracle Labs Australia. © 2020 ACM.",Technical Debt,Experience Report,"Gauthier, F. and Jordan, A. and Krishnan, P. and Hassanshahi, B. and Süß, J.G. and Bae, S. and Lee, H.","Proceedings - 2020 IEEE/ACM International Conference on Technical Debt, TechDebt 2020",2020,Conference Paper,10.1145/3387906.3388623,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093072518&doi=10.1145%2f3387906.3388623&partnerID=40&md5=f9adf35c16e5c82ddf487d78a2e009ac,No,
S427,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,Exploring the relationship between refactoring and code debt indicators,"Refactoring, which aims to improve the internal structure of the software systems preserving their behavior, is the most common payment strategy for technical debt (TD) by removing the code smells. There exist many studies presenting code smell detection approaches/tools or investigating their impact on quality attributes. There are also studies that focus on refactoring techniques, their relation with quality attributes, tool supports, and opportunities for them. Although there are several studies addressing the gap between refactoring and TD indicators, the empirical evidence provided is still limited. In this study, we examine the distribution of 29 refactoring types among the different projects and their relation with code smells or faults. We explore the refactoring types that are most commonly performed together and other activities performed with refactorings. We conduct a large exploratory study with automatically detected 57,528 refactorings, 37,553 smells, 27,340 faults, and 134,812 commits of 33 Java projects. Results show that some refactoring types are more commonly applied by developers. Our analysis indicates that refactorings usually remove or do not affect the code smells, and this contradicts with the previous studies. Also, the commits in which refactoring(s) is performed are three times more fault inducing than those without refactoring. © 2022 John Wiley & Sons, Ltd.",TD Symptoms/Consequences,MSR Studies,"Halepmollasi, R. and Tosun, A.",Journal of Software: Evolution and Process,"2,022.00",Article,10.1002/smr.2447,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126038476&doi=10.1002%2fsmr.2447&partnerID=40&md5=b06e256c549f7ab41334ece699d2e2d1,No,code smells;  refactoring;  software faults;  technical debt
S174,Read,Rejected,[EC2] - The study shows a theoretical artifact or do not provide a link to the artifact's repository;,The study does not point to any artifact,Early evaluation of technical debt impact on maintainability,"It is widely claimed that Technical Debt is related to quality problems being often produced by poor processes, lack of verification or basic incompetence. Several techniques have been proposed to detect Technical Debt in source code, as identification of modularity violations, code smells or grime buildups. These approaches have been used to empirically demonstrate the relation among Technical Debt indicators and quality harms. However, these works are mainly focused on programming level, when the system has already been implemented. There may also be sources of Technical Debt in non-code artifacts, e.g. requirements, and its identification may provide important information to move refactoring efforts to previous stages and reduce future Technical Debt interest. This paper presents an empirical study to evaluate whether modularity anomalies at requirements level are directly related to maintainability attributes affecting systems quality and increasing, thus, system's interest. The study relies on a framework that allows the identification of modularity anomalies and its quantification by using modularity metrics. Maintainability metrics are also used to assess dynamic maintainability properties. The results obtained by both sets of metrics are pairwise compared to check whether the more modularity anomalies the system presents, the less stable and more difficult to maintain it is. © 2018 Elsevier Inc.",Technical Debt,Case Study,"Conejero, J.M. and Rodríguez-Echeverría, R. and Hernández, J. and Clemente, P.J. and Ortiz-Caraballo, C. and Jurado, E. and Sánchez-Figueroa, F.",Journal of Systems and Software,2018,Article,10.1016/j.jss.2018.04.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046356434&doi=10.1016%2fj.jss.2018.04.035&partnerID=40&md5=c8dfec977a146d8645d549a00c82a273,No,Empirical evaluation;  Maintainability;  Modularity anomalies;  Requirements;  Technical Debt indicator
S181,Read,Rejected,[EC2a] - The study provides a broken link,The link that was provided is broken,A case study of the effects of architecture debt on software evolution effort,"In large-scale software systems, the majority of defective files are architecturally connected, and the architecture connections usually exhibit design flaws, which are associated with higher change-proneness among files and higher maintenance costs. As software evolves with bug fixes, new features, or improvements, unresolved architecture design flaws can contribute to maintenance difficulties. The impact on effort due to architecture design flaws has been difficult to quantify and justify. In this paper, we conducted a case study where we identified flawed architecture relations and quantified their effects on maintenance activities. Using data from this project's source code and revision history, we identified file groups where files are architecturally connected and participated in flawed architecture designs, quantified the maintenance activities in the detected files, and assessed the penalty related to these files. © 2018 IEEE.",Technical Debt,Case Study,"Snipes, W. and Karlekar, S.L. and Mo, R.","Proceedings - 44th Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2018",2018,Conference Paper,10.1109/SEAA.2018.00071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057154427&doi=10.1109%2fSEAA.2018.00071&partnerID=40&md5=9a99b68208938d885a3d1b1602d3276d,No,Software architecture;  Software maintenance;  Technical debt
S23,Read,Rejected,[EC2a] - The study provides a broken link,The link that was provided is broken,A Case Study in Locating the Architectural Roots of Technical Debt,"Our recent research has shown that, in large-scale software systems, defective files seldom exist alone. They are usually architecturally connected, and their architectural structures exhibit significant design flaws which propagate bugginess among files. We call these flawed structures the architecture roots, a type of technical debt that incurs high maintenance penalties. Removing the architecture roots of bugginess requires refactoring, but the benefits of refactoring have historically been difficult for architects to quantify or justify. In this paper, we present a case study of identifying and quantifying such architecture debts in a large-scale industrial software project. Our approach is to model and analyze software architecture as a set of design rule spaces (DRSpaces). Using data extracted from the project's development artifacts, we were able to identify the files implicated in architecture flaws and suggest refactorings based on removing these flaws. Then we built economic models of the before and (predicted) after states, which gave the organization confidence that doing the refactorings made business sense, in terms of a handsome return on investment. © 2015 IEEE.",Technical Debt,Case Study,"Kazman, R. and Cai, Y. and Mo, R. and Feng, Q. and Xiao, L. and Haziyev, S. and Fedak, V. and Shapochka, A.",Proceedings - International Conference on Software Engineering,2015,Conference Paper,10.1109/ICSE.2015.146,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943346141&doi=10.1109%2fICSE.2015.146&partnerID=40&md5=4c376181b738827b3df75b054e628c12,No,
S424,Read,Accepted,[IC1] - The primary study presents or points to a software artifact that automates a task within at least one TD management activity.,,Can Clean New Code Reduce Technical Debt Density?,"While technical debt grows in absolute numbers as software systems evolve over time, the density of technical debt (technical debt divided by lines of code) is reduced in some cases. This can be explained by either the application of refactorings or the development of new artifacts with limited Technical Debt. In this paper we explore the second explanation, by investigating the relation between the amount of Technical Debt in new code and the evolution of Technical Debt in the system. To this end, we compare the Technical Debt Density of new code with existing code, and we investigate which of the three major types of code changes (additions, deletions and modifications) is primarily responsible for changes in the evolution of Technical Debt density. Furthermore, we study whether there is a relation between code quality practices and the 'cleanness' of new code. To obtain the required data, we have performed a large-scale case study on twenty-seven open-source software projects by the Apache Software Foundation, analyzing 66,661 classes and 56,890 commits. The results suggest that writing 'clean' (or at least 'cleaner') new code can be an efficient strategy for reducing Technical Debt Density, and thus preventing software decay over time. The findings also suggest that projects adopting an explicit policy for quality improvement, e.g., through discussions on code quality in board meetings, are associated with a higher frequency of cleaner new code commits. Therefore, we champion the establishment of processes that monitor the density of Technical Debt of new code to control the accumulation of Technical Debt in a software system. © 1976-2012 IEEE.",Technical Debt,MSR Studies,"Digkas, G. and Chatzigeorgiou, A. and Ampatzoglou, A. and Avgeriou, P.",IEEE Transactions on Software Engineering,"2,022.00",Article,10.1109/TSE.2020.3032557,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096110448&doi=10.1109%2fTSE.2020.3032557&partnerID=40&md5=2168c9c99ba99ccee2a7cb767344a2ae,No,case study;  clean code;  refactoring;  Technical debt
