,id,title,abstract,study-type,author,author_type,year,venue,venue_type,link,reference,objective,artifacts
143,S144,Impact of Opportunistic ReUse Practices to Technical Debt,"Technical debt (TD) has been recognized as an important quality problem for both software architecture and code. The evolution of TD techniques over the past years has led to a number of research and commercial tools. In addition, the increasing trend of opportunistic reUse (as opposed to systematic reUse), where developers reUse code assets in popular repositories, is changing the way components are selected and integrated into existing systems. However, reusing software opportunistically can lead to a loss of quality and induce TD, especially when the architecture is changed in the process. However, to the best of our knowledge, no studies have investigated the impact of opportunistic reUse in TD. In this paper, we carry out an exploratory study to investigate to what extent reusing components opportunistically negatively affects the quality of systems. We Use one commercial and one research tool to analyze the TD ratios of three case systems, before and after opportunistically extending them with open-source software. © 2021 IEEE.",Cite,"Rafael Capilla
Tommi Mikkonen
Carlos Carrillo
Francesca Arcelli Fontana
Ilaria Pigazzini
Valentina Lenarduzzi",Academia,"2,021.00",International Conference on Technical Debt,Conference,http://doi.org/10.1109/TechDebt52882.2021.00011,"@inproceedings{Capilla_2021,
	doi = {10.1109/techdebt52882.2021.00011},
	url = {https://doi.org/10.1109%2Ftechdebt52882.2021.00011},
	year = 2021,
	month = {may},
	publisher = {{IEEE}},
	author = {Rafael Capilla and Tommi Mikkonen and Carlos Carrillo and Francesca Arcelli Fontana and Ilaria Pigazzini and Valentina Lenarduzzi},
	title = {Impact of Opportunistic ReUse Practices to Technical Debt},
	booktitle = {2021 {IEEE}/{ACM} International Conference on Technical Debt ({TechDebt})}
}","In this paper, we carry out an exploratory study to investigate to what extent reusing components opportunistically negatively affects the quality of systems. We Use one commercial and one research tool to analyze the TD ratios of three case systems, before and after opportunistically extending them with open-source software.","SonarQube
Arcan"
144,S145,On the Lack of Consensus Among Technical Debt Detection Tools,"A vigorous and growing set of technical debt analysis tools have been developed in recent years-both research tools and industrial products-such as Structure 101, SonarQube, and DV8. Each of these tools identifies problematic files using their own definitions and measures. But to what extent do these tools agree with each other in terms of the files that they identify as problematic? If the top-ranked files reported by these tools are largely consistent, then we can be confident in using any of these tools. Otherwise, a problem of accuracy arises. In this paper, we report the results of an empirical study analyzing 10 projects using multiple tools. Our results show that: 1) these tools report very different results even for the most common measures, such as size, complexity, file cycles, and package cycles. 2) These tools also differ dramatically in terms of the set of problematic files they identify, since each implements its own definitions of 'problematic'. After normalizing by size, the most problematic file sets that the tools identify barely overlap. 3) Our results show that code-based measures, other than size and complexity, do not even moderately correlate with a file's change-proneness or error-proneness. In contrast, co-change-related measures performed better. Our results suggest that, to identify files with true technical debt-those that experience excessive changes or bugs-co-change information must be considered. Code-based measures are largely ineffective at pinCiteing true debt. Finally, this study reveals the need for the community to create benchmarks and data sets to assess the accuracy of software analysis tools in terms of commonly Used measures. © 2021 IEEE.",Compare,"Jason Lefever
Yuanfang Cai
Humberto Cervantes
Rick Kazman
Hongzhou Fang",Academia,"2,021.00",International Conference on Software Engineering: Software Engineering in Practice,Conference,http://doi.org/10.1109/ICSE-SEIP52600.2021.00021,"@INPROCEEDINGS{Lefever2021-ot,
  title           = ""On the lack of consensus among technical debt detection
                     tools"",
  booktitle       = ""2021 {IEEE/ACM} 43rd International Conference on Software
                     Engineering: Software Engineering in Practice
                     ({ICSE-SEIP})"",
  author          = ""Lefever, Jason and Cai, Yuanfang and Cervantes, Humberto
                     and Kazman, Rick and Fang, Hongzhou"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2021,
  conference      = ""2021 IEEE/ACM 43rd International Conference on Software
                     Engineering: Software Engineering in Practice (ICSE-SEIP)"",
  location        = ""Madrid, ES""
}",,"SonarQube
Designite Java
DV8
Structure101
Archinaut
Succinct Code Counter"
145,S146,An Overview and Comparison of Technical Debt Measurement Tools,"Different tools adopt different terms, metrics, and ways to identify and measure technical debt (TD). Researchers attempt to clarify the situation by comparing the features and popularity of technical debt measurement tools and analyzing the existing empirical evidence on their validity. Researchers’ aim is to provide an overview of the current landscape of TD measurement tools through a set of objective criteria related to the offered features and their popularity. Practitioners can Use this overview to assess the tools, understand their strengths and weaknesses, and ultimately select the most suitable one for their needs.",Compare,"Paris Avgeriou
Davide Taibi
Apostolos Ampatzoglou
Francesca Arcelli Fontana
Terese Besker
Alexander Chatzigeorgiou
Valentina Lenarduzzi
Antonio Martini
Athanasia Moschou
Ilaria Pigazzini
Nyyti Saarimäki
Darius Sas
Saulo Soares de Toledo
Angeliki Tsintzira",Academia,"2,021.00",IEEE Software,Journal,https://doi.org/10.1109/MS.2020.3024958,"@ARTICLE{Avgeriou2021-fi,
  title     = ""An overview and comparison of technical debt measurement tools"",
  author    = ""Avgeriou, Paris C and Taibi, Davide and Ampatzoglou, Apostolos
               and Arcelli Fontana, Francesca and Besker, Terese and
               Chatzigeorgiou, Alexander and Lenarduzzi, Valentina and Martini,
               Antonio and Moschou, Athanasia and Pigazzini, Ilaria and
               Saarimaki, Nyyti and Sas, Darius Daniel and de Toledo, Saulo
               Soares and Tsintzira, Angeliki Agathi"",
  journal   = ""IEEE Softw."",
  publisher = ""Institute of Electrical and Electronics Engineers (IEEE)"",
  volume    =  38,
  number    =  3,
  pages     = ""61--71"",
  month     =  may,
  year      =  2021,
  copyright = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html""
}","Different tools adopt different terms, metrics, and ways to identify and measure technical debt.We attempt to clarify the situation by comparing the features and popularity of technical debt measurement tools and analyzing the existing empirical evidence on their validity.","CAST
SonarGraph
NDepend
SonarQube
SQuORE
CodeMRI
Code Inspector
DV8
SymfonyInsight"
146,S147,DebtHunter: A Machine Learning-based Approach for Detecting Self-Admitted Technical Debt,"Due to limited time, budget or resources, a team is prone to introduce code that does not follow the best software development practices. This code that introduces instability in the software projects is known as Technical Debt (TD). Often, TD intentionally manifests in source code, which is known as Self-Admitted Technical Debt (SATD). This paper presents DebtHunter, a natural language processing (NLP)- and machine learning (ML)- based approach for identifying and classifying SATD in source code comments. The Proposed classification approach combines two classification phases for differentiating between the multiple debt types. Evaluations over 10 open source systems, containing more than 259k comments, showed that the approach was able to improve the performance of others in the literature. The presented approach is supported by a tool that can help developers to effectively manage SATD. The tool complements the analysis over Java source code by allowing developers to also examine the associated issue tracker. DebtHunter can be Used in a continuous evolution environment to monitor the development process and make developers aware of how and where SATD is introduced, thus helping them to manage and resolve it. © 2021 ACM.",Propose,"Irene Sala
Antonela Tommasel
Francesca Arcelli Fontana",Academia,"2,021.00",Evaluation and Assessment in Software Engineering,Conference,https://doi.org/10.1145/3463274.3464455,"@INPROCEEDINGS{Sala2021-gk,
  title      = ""{DebtHunter}: A machine learning-based approach for detecting
                self-admitted technical debt"",
  booktitle  = ""Evaluation and Assessment in Software Engineering"",
  author     = ""Sala, Irene and Tommasel, Antonela and Arcelli Fontana,
                Francesca"",
  publisher  = ""ACM"",
  month      =  jun,
  year       =  2021,
  address    = ""New York, NY, USA"",
  conference = ""EASE 2021: Evaluation and Assessment in Software Engineering"",
  location   = ""Trondheim Norway""
}","This paper presents DebtHunter, a natural language processing (NLP)- and machine learning (ML)- based approach for identifying and classifying SATD in source code comments.",DebtHunter
147,S148,Architectural Technical Debt of Multiagent Systems Development Platforms,"Technical debt is candidate to be the next buzzword in software engineering, and the number of studies evaluating the technical debt of software projects is increasing. A particular and dangerous type of debt is the architectural debt, i.e., the consequences of sub-optimal design decisions. Currently, there are no studies about the evaluation of architectural debt in MultiAgent Systems (MAS) and platforms. Hence, in this paper we Propose the analysis of four well-known MAS development platforms, with the aim of evaluating their architectural debt and open the discussion in this field. We exploit a tool, named Arcan, developed for architectural smell detection and for the computation of an architectural debt index. The results show that MAS development platforms are subjected to architectural debt, and in particular to the presence of Cyclic Dependency smells. However, there is evidence that the minimum amount of debt is reached when developers report “bug fixes” and “Improvements”. © 2021 CEUR-WS. All rights reserved.",Use,"Ilaria Pigazzini
Daniela Briola
Francesca Arcelli Fontana",Academia,"2,021.00",Workshop From Objects to Agents,Workshop,,,,Arcan
148,S149,Metrics to Measure Code Complexity Based on Software Design: Practical Evaluation,"Software complexity is an indicator to the quality of software. It shows that a software or a component of software has a design or implementation that is difficult to understand, modify and maintain. Many complexity metrics have been developed by researchers to identify and measure the degree of complexity. Unfortunately, Current complexity metrics are based on the number of model elements only, regardless of the complexity of those elements themselves. In this paper, we Propose new code complexity metrics that are derived from its design. This approach ensures that the derived metrics are uniquely tailored for the software under development, and the derived metrics are unique for each software module. In this study, we aim to attempt an empirical evaluation study in order to have a clear understanding of the Proposed complexity metrics. We investigated whether there is a correlation between the Proposed UML Class Diagram complexity and the associated code, specially code size, code smells, and technical debt. The result shows that there is a high correlation between the design driven code complexity metrics and the associated code. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Use,"Omar Masmali
Omar Badreddin
Rahad khandoker",Academia,"2,021.00",Future of Information and Communication Conference,Conference,https://doi.org/10.1007/978-3-030-73103-8_9,"@INCOLLECTION{Masmali2021-ps,
  title     = ""Metrics to measure code complexity based on software design:
               Practical evaluation"",
  booktitle = ""Advances in Intelligent Systems and Computing"",
  author    = ""Masmali, Omar and Badreddin, Omar and Khandoker, Rahad"",
  publisher = ""Springer International Publishing"",
  pages     = ""142--157"",
  series    = ""Advances in intelligent systems and computing"",
  year      =  2021,
  address   = ""Cham""
}","In this paper, we Propose new code complexity metrics that are derived from its design. This
approach ensures that the derived metrics are uniquely tailored for the software
under development, and the derived metrics are unique for each software module.","PMD
inFusion
JDeodorant
JSpIRIT
SonarQube
Understand
Visual Paradigm"
149,S150,The Need for Holistic Technical Debt Management across the Value Stream: Lessons Learnt and Open Challenges,"The long lifetime and the evolving nature of industrial products make them subject to technical debt at different levels. Despite multiple years of research on technical debt management, our industrial experience shows that introducing systematic technical debt management in a large-scale company is very challenging. To identify the challenges, we provide a conceptual framework for holistic debt management across the product development value stream, which takes multiple categories of debt and their interplays into account. We Use this framework to identify multiple challenges that are still open to be explored by the research community. Due to the practical nature of technical debt management, we believe this paper can guide the research community on the needs of industry for the effective application of technical debt management in practice. © 2021 IEEE.",Cite,"Somayeh Malakuti
Jens Heuschkel",Industry,"2,021.00",International Conference on Technical Debt,Conference,https://doi.org/10.1145/1122445.1122456,"@INPROCEEDINGS{Malakuti2021-jd,
  title           = ""The need for holistic technical debt management across the
                     value stream: Lessons learnt and open challenges"",
  booktitle       = ""2021 {IEEE/ACM} International Conference on Technical Debt
                     ({TechDebt})"",
  author          = ""Malakuti, Somayeh and Heuschkel, Jens"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2021,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2021 IEEE/ACM International Conference on Technical Debt
                     (TechDebt)"",
  location        = ""Madrid, Spain""
}","To identify the challenges, we provide a conceptual framework for holistic debt management across the product development value stream, which takes multiple categories of debt and their interplays into account. We Use this framework to identify multiple challenges that are still open to be explored by the research community.","Lattix
SonarQube"
150,S151,Building and evaluating a theory of architectural technical debt in software-intensive systems,"Architectural technical debt in software-intensive systems is a metaphor Used to describe the “big” design decisions (e.g., choices regarding structure, frameworks, technologies, languages, etc.) that, while being suitable or even optimal when made, significantly hinder progress in the future. While other types of debt, such as code-level technical debt, can be readily detected by static analyzers, and often be refactored with minimal or only incremental efforts, architectural debt is hard to be identified, of wide-ranging remediation cost, daunting, and often avoided. In this study, we aim at developing a better understanding of how software development organizations conceptualize architectural debt, and how they deal with it. In order to do so, in this investigation we apply a mixed empirical method, constituted by a grounded theory study followed by focus groups. With the grounded theory method we construct a theory on architectural technical debt by eliciting qualitative data from software architects and senior technical staff from a wide range of heterogeneous software development organizations. We applied the focus group method to evaluate the emerging theory and refine it according to the new data collected. The result of the study, i.e., a theory emerging from the gathered data, constitutes an encompassing conceptual model of architectural technical debt, identifying and relating concepts such as its symptoms, caUses, consequences, management strategies, and communication problems. From the conducted focus groups, we assessed that the theory adheres to the four evaluation criteria of classic grounded theory, i.e., the theory fits its underlying data, is able to work, has relevance, and is modifiable as new data appears. By grounding the findings in empirical evidence, the theory provides researchers and practitioners with novel knowledge on the crucial factors of architectural technical debt experienced in industrial contexts. © 2021 The Author(s)",Use,"Roberto Verdecchia
Philippe Kruchten
Patricia Lago
Ivano Malavolta",Academia,"2,021.00",The Journal of Systems and Software,Journal,https://doi.org/10.1016/j.jss.2021.110925,"@ARTICLE{Verdecchia2021-as,
  title     = ""Building and evaluating a theory of architectural technical debt
               in software-intensive systems"",
  author    = ""Verdecchia, Roberto and Kruchten, Philippe and Lago, Patricia
               and Malavolta, Ivano"",
  journal   = ""J. Syst. Softw."",
  publisher = ""Elsevier BV"",
  volume    =  176,
  number    =  110925,
  pages     = ""110925"",
  month     =  jun,
  year      =  2021,
  copyright = ""http://creativecommons.org/licenses/by/4.0/"",
  language  = ""en""
}","In this study, we aim at developing a better understanding of how software development organizations conceptualize architectural debt, and how they deal with it.","Clang Tidy
SonarQube
Ndepend"
151,S152,Self-admitted technical debt practices: a comparison between industry and open-source,"Self-admitted technical debt (SATD) consists of annotations, left by developers as comments in the source code or elsewhere, as a reminder about pieces of software manifesting technical debt (TD), i.e., “not being ready yet”. While previous studies have investigated SATD management and its relationship with software quality, there is little understanding of the extent and circumstances to which developers admit TD. This paper reports the results of a study in which we asked developers from industry and open-source about their practices in annotating source code and other artifacts for self-admitting TD. The study consists of two phases. First, we conducted 10 interviews to gather a first understanding of the phenomenon and to prepare a survey questionnaire. Then, we surveyed 52 industrial developers as well as 49 contributors to open-source projects. Results of the study show how the TD annotation practices, as well as the typical content of SATD comments, are very similar between open-source and industry. At the same time, our results highlight how, while open-source code is spread of comments admitting the need for improvements, SATD in industry may be dictated by organizational guidelines but, at the same time, implicitly discouraged by the fear of admitting responsibilities. Results also highlight the need for tools helping developers to achieve a better TD awareness. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Propose,"Fiorella Zampetti
Gianmarco Fucci
Alexander Serebrenik
Massimiliano Di Penta",Academia,"2,021.00",Empirical Software Engineering,Journal,https://doi.org/10.1007/s10664-021-10031-3,"@article{Zampetti_2021,
	doi = {10.1007/s10664-021-10031-3},
	url = {https://doi.org/10.1007%2Fs10664-021-10031-3},
	year = 2021,
	month = {sep},
	publisher = {Springer Science and Business Media {LLC}},
	volume = {26},
	number = {6},
	author = {Fiorella Zampetti and Gianmarco Fucci and Alexander Serebrenik and Massimiliano Di Penta},
	title = {Self-admitted technical debt practices: a comparison between industry and open-source},
	journal = {Empirical Software Engineering}
}",This paper reports the results of a study in which we asked developers from industry and open-source about their practices in annotating source code and other artifacts for self-admitting TD.,"todo
Probot (framework to develop apps for automate github workflow)"
152,S153,QScored: A Large Dataset of Code Smells and Quality Metrics,"Code quality aspects such as code smells and code quality metrics are widely Used in exploratory and empirical software engineering research. In such studies, researchers spend a substantial amount of time and effort to not only select the appropriate subject systems but also to analyze them to collect the required code quality information. In this paper, we present QScored dataset; the dataset contains code quality information of more than 86 thousand C# and Java GitHub repositories containing more than 1.1 billion lines of code. The code quality information contains seven kinds of detected architecture smells, 20 kinds of design smells, eleven kinds of implementation smells, and 27 commonly Used code quality metrics computed at project, package, class, and method levels. Availability of the dataset will facilitate empirical studies involving code quality aspects by making the information readily available for a large number of active GitHub repositories. © 2021 IEEE.",Cite,"Tushar Sharma
Marouane Kessentini",Both,"2,021.00",International Conference on Mining Software Repositories,Conference,http://doi.org/10.1109/MSR52588.2021.00080,"@inproceedings{Sharma_2021,
	doi = {10.1109/msr52588.2021.00080},
	url = {https://doi.org/10.1109%2Fmsr52588.2021.00080},
	year = 2021,
	month = {may},
	publisher = {{IEEE}},
	author = {Tushar Sharma and Marouane Kessentini},
	title = {{QScored}: A Large Dataset of Code Smells and Quality Metrics},
	booktitle = {2021 {IEEE}/{ACM} 18th International Conference on Mining Software Repositories ({MSR})}
}","In this paper, we present
QScored dataset; the dataset contains code quality information
of more than 86 thousand C# and Java GitHub repositories
containing more than 1.1 billion lines of code.","Designite
DesigniteJava
QScored"
153,S154,One Step Further: Investigating Problematic Files of Architecture Anti-patterns,"Architecture anti-patterns violate design principles and negatively impact software internal quality. Both academia and industry have designed methods and tools to detect anti-patterns. However, these tools tend to report a large number of defects, hindering developers from prioritizing true debts. In this work, we take one step further to explore the most problematic files (we define them as root files) in the architecture anti-patterns, which are potential caUses leading to the difficulty of software maintenance. Using 45 Python projects as subjects, we investigate root files' maintainability, evolution (i.e., birth, living, and death), and their interactions in different architecture anti-patterns. Our results reveal that, Compared with other files in anti-patterns, these root files take only a small proportion but incur heavy maintenance costs. Our study of their evolution and interactions can help developers identify potential caUses of anti-patterns. We believe our findings will benefit the practice of design problem fixing. © 2021 IEEE.",Use,"Jingwen Liu
Wuxia Jin
Qiong Feng
Xinyu Zhang
Yitong Dai",Academia,"2,021.00",International Symposium on Software Reliability Engineering,Conference,http://doi.org/10.1109/ISSRE52982.2021.00060,"@inproceedings{Liu_2021,
	doi = {10.1109/issre52982.2021.00060},
	url = {https://doi.org/10.1109%2Fissre52982.2021.00060},
	year = 2021,
	month = {oct},
	publisher = {{IEEE}},
	author = {Jingwen Liu and Wuxia Jin and Qiong Feng and Xinyu Zhang and Yitong Dai},
	title = {One Step Further: Investigating Problematic Files of Architecture Anti-patterns},
	booktitle = {2021 {IEEE} 32nd International Symposium on Software Reliability Engineering ({ISSRE})}
}","Using 45 Python projects as subjects, we investigate
root files’ maintainability, evolution (i.e., birth, living, and death),
and their interactions in different architecture anti-patterns.","DV8
AI Reviewer
ARCADE
Arcan
Designite
Sonargraph
Structure 101"
154,S155,Refactorings and Technical Debt in Docker Projects: An Empirical Study,"Software containers, such as Docker, are recently considered as the mainstream technology of providing reusable software artifacts. Developers can easily build and deploy their applications based on the large number of reusable Docker images that are publicly available. Thus, a current popular trend in industry is to move towards the containerization of their applications. However, container-based projects compromise different components including the Docker and Docker-compose files, and several other dependencies to the source code combining different containers and facilitating the interactions with them. Similar to any other complex systems, container-based projects are prone to various quality and technical debt issues related to different artifacts: Docker and Docker-compose files, and regular source code ones. Unfortunately, there is a gap of knowledge in how container-based projects actually evolve and are maintained.In this paper, we address the above gap by studying refactorings, i.e., structural changes while preserving the behavior, applied in open-source Docker projects, and the technical debt issues they alleviate. We analyzed 68 projects, consisting of 19, 5 MLOC, along with 193 manually examined commits. The results indicate that developers refactor these Docker projects for a variety of reasons that are specific to the configuration, combination and execution of containers, leading to several new technical debt categories and refactoring types Compared to existing refactoring domains. For instance, refactorings for reducing the image size of Dockerfiles, improving the extensibility of Docker-compose files, and regular source code refactorings are mainly associated with the evolution of Docker and Docker-compose files. We also introduced 24 new Docker-specific refactorings and technical debt categories, respectively, and defined different best practices. The implications of this study will assist practitioners, tool builders, and educators in improving the quality of Docker projects. © 2021 IEEE.",Use,"Emna Ksontini
Marouane Kessentini
Thiago do N. Ferreira
Foyzul Hassan",Academia,"2,021.00",International Conference on Automated Software Engineering,Conference,https://doi.org/10.1109/ASE51524.2021.9678585,"@inproceedings{Ksontini_2021,
	doi = {10.1109/ase51524.2021.9678585},
	url = {https://doi.org/10.1109%2Fase51524.2021.9678585},
	year = 2021,
	month = {nov},
	publisher = {{IEEE}},
	author = {Emna Ksontini and Marouane Kessentini and Thiago do N. Ferreira and Foyzul Hassan},
	title = {Refactorings and Technical Debt in Docker Projects: An Empirical Study},
	booktitle = {2021 36th {IEEE}/{ACM} International Conference on Automated Software Engineering ({ASE})}
}","In this paper, we address the above gap by studying refactorings, i.e., structural changes while preserving the behavior, applied in open-source Docker projects, and the technical debt
issues they alleviate.","RMiner
"
155,S156,Two Different Facets of Architectural Smells Criticality: An Empirical Study,"Architectural smells (AS) represent symptoms of problems at architectural level that have an impact on architectural debt. It is important to identify among them the most critical ones, so that developers can prioritize them for their removal. In order to evaluate the criticality of AS, in this paper we consider two facets: the PageRank metric, to assess the centrality of a smell in a project, and Severity, a metric to estimate the cost-solving of smells. We have Proposed these two metrics in a previous work and here we perform an empirical analysis of the evolution and correlation of these metrics in the version history of 10 projects (at least 22 versions each, 264 projects in total). The analysis of the evolution is Useful in order to identify which architectural smells types tend to become more critical. The analysis of the correlation is Useful to study whether the criticality of a smell has an influence on how much it costs to remove it, and vice-versa. © 2021 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",Use,"Ilaria Pigazzini
Davide Foppiani
Francesca Arcelli Fontana",Academia,"2,021.00"," 1st International Workshop on Mining Software
Repositories for Software Architectur",Workshop,,"@inproceedings{DBLP:conf/ecsa/PigazziniFF21,
  author    = {Ilaria Pigazzini and
               Davide Foppiani and
               Francesca Arcelli Fontana},
  editor    = {Robert Heinrich and
               Raffaela Mirandola and
               Danny Weyns},
  title     = {Two Different Facets of Architectural Smells Criticality: An Empirical
               Study},
  booktitle = {{ECSA} 2021 Companion Volume, Virtual (originally: V{\""{a}}xj{\""{o}},
               Sweden), 13-17 September, 2021},
  series    = {{CEUR} Workshop Proceedings},
  volume    = {2978},
  publisher = {CEUR-WS.org},
  year      = {2021},
  url       = {http://ceur-ws.org/Vol-2978/msr4sa-paper2.pdf},
  timestamp = {Mon, 25 Oct 2021 15:03:56 +0200},
  biburl    = {https://dblp.org/rec/conf/ecsa/PigazziniFF21.bib},
  bibsource = {dblp computer science bibliography, https://dblp.org}
}","In order to evaluate the criticality of AS, in this paper we consider two facets: the PageRank metric, to assess the centrality of a smell in a project, and Severity, a metric to estimate the cost-solving of smells.",Arcan
156,S157,A DQN-based agent for automatic software refactoring,"Context: Nowadays, technical debt has become a very important issue in software project management. The main mechanism to repay this debt is through refactoring. Refactoring software projects usually comes at a high cost. As a result, researchers have always looked for ways to minimize this cost, and a good potential candidate to reduce the cost of a process is to automate it. Objective: One of the automatic software refactoring methods that recently has received a lot of attention is based on search-based software engineering (SBSE) methods. Although becaUse of comprehensiveness and versatility SBSE is considered an appropriate method for automatic refactoring, it has its downsides, the most important of which are the uncertainty of the results and the exponential execution time. Method: In this research, a solution is Proposed inspired by search-based refactoring while taking advantage of exploitation in reinforcement learning techniques. This work aims to solve the uncertainty problems and execution time for large programs. In the Proposed approach, the problem of uncertainty is solved by targeting the selection of refactoring actions Used in the search-based approach. Also, due to the reduction of the dependency between the choice of the appropriate refactoring and its execution time, the time problem in large software refactoring has been greatly improved. Results: Amongst the performed evaluations and specifically for the refactoring of the largest case study, the Proposed approach managed to increase the accuracy to more than twice of the SBSE refactoring approaches, while reducing the execution time of refactoring by more than 98%. Conclusion: The results of the tests show that with increasing the volume and size of the software, the performance of the Proposed approach also improves Compared to the methods based on SBSE, both in terms of reducing technical debt and speeding up the refactoring process. © 2022",Propose,"Hamidreza Ahmadi
Mehrdad Ashtiani
Mohammad Abdollahi Azgomi
Raana Saheb-Nassagh",Academia,"2,022.00",Information and Software Technology,Journal,https://doi.org/10.1016/j.infsof.2022.106893,"@article{Ahmadi2022,
title = {A DQN-based agent for automatic software refactoring},
journal = {Information and Software Technology},
volume = {147},
pages = {106893},
year = {2022},
issn = {0950-5849},
doi = {https://doi.org/10.1016/j.infsof.2022.106893},
url = {https://www.sciencedirect.com/science/article/pii/S0950584922000556},
author = {Hamidreza Ahmadi and Mehrdad Ashtiani and Mohammad Abdollahi Azgomi and Raana Saheb-Nassagh},
keywords = {Software refactoring, Design patterns, Technical debt, Software metrics, Reinforcement learning}}","In this research, a solution is Proposed inspired by search-based refactoring while taking advantage of exploitation in reinforcement learning techniques. In the Proposed approach, the problem of uncertainty is solved by targeting the selection of refactoring actions Used in the search-based approach. Also, due to the reduction of the dependency between the choice of the appropriate refactoring and its execution time, the time problem in large software refactoring has been greatly improved.","A-CMA
A-CMA DQN"
157,S158,DebtFree: minimizing labeling cost in self-admitted technical debt identification using semi-supervised learning,"Keeping track of and managing Self-Admitted Technical Debts (SATDs) is important for maintaining a healthy software project. Current active-learning SATD recognition tool involves manual inspection of 24% of the test comments on average to reach 90% of the recall. Among all the test comments, about 5% are SATDs. The human experts are then required to read almost a quintuple of the SATD comments which indicates the inefficiency of the tool. Plus, human experts are still prone to error: 95% of the false-positive labels from previous work were actually true positives. To solve the above problems, we Propose DebtFree, a two-mode framework based on unsupervised learning for identifying SATDs. In mode1, when the existing training data is unlabeled, DebtFree starts with an unsupervised learner to automatically pseudo-label the programming comments in the training data. In contrast, in mode2 where labels are available with the corresponding training data, DebtFree starts with a pre-processor that identifies the highly prone SATDs from the test dataset. Then, our machine learning model is employed to assist human experts in manually identifying the remaining SATDs. Our experiments on 10 software projects show that both models yield statistically significant improvement in effectiveness over the state-of-the-art automated and semi-automated models. Specifically, DebtFree can reduce the labeling effort by 99% in mode1 (unlabeled training data), and up to 63% in mode2 (labeled training data) while improving the current active learner’s F1 relatively to almost 100%. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Propose,"Huy Tu
Tim Menzies",Academia,"2,022.00",Empirical Software Engineering,Journal,https://doi.org/10.1007/s10664-022-10121-w,"@article{Tu2022,
  author    = {Huy Tu and
               Tim Menzies},
  title     = {DebtFree: Minimizing Labeling Cost in Self-Admitted Technical Debt
               Identification using Semi-Supervised Learning},
  journal   = {CoRR},
  volume    = {abs/2201.10592},
  year      = {2022},
  url       = {https://arxiv.org/abs/2201.10592},
  eprinttype = {arXiv},
  eprint    = {2201.10592},
  timestamp = {Tue, 01 Feb 2022 14:59:01 +0100},
  biburl    = {https://dblp.org/rec/journals/corr/abs-2201-10592.bib},
  bibsource = {dblp computer science bibliography, https://dblp.org}
}","To solve the above problems, we Propose DebtFree, a two-mode framework based on unsupervised learning for identifying SATDs. In mode1, when the existing training data is unlabeled, DebtFree starts with an unsupervised learner to automatically pseudo-label the programming comments in the training data. In contrast, in mode2 where labels are available with the corresponding training data, Debt Free starts with a pre-processor that identifies the highly prone SATDs from the test dataset.",DebtFree
